split,image_id,hls_tile,acquisition_date,crs_wkt,chip_bounds,burned_pixels,unburned_pixels,missing_pixels
validation,subsetted_512x512_HLS.S30.T12RXV.2019062.v1.4,12RXV,2019-03-03,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((693420.0 3468450.0, 693420.0 3483810.0, 708780.0 3483810.0, 708780.0 3468450.0, 693420.0 3468450.0))",6723,255421,0
validation,subsetted_512x512_HLS.S30.T12STD.2018168.v1.4,12STD,2018-06-17,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((281280.0 3854640.0, 281280.0 3870000.0, 296640.0 3870000.0, 296640.0 3854640.0, 281280.0 3854640.0))",8631,253513,0
validation,subsetted_512x512_HLS.S30.T12STF.2018231.v1.4,12STF,2018-08-19,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((259470.00000000003 4079399.9999999995, 259470.00000000003 4094759.9999999995, 274830.0 4094759.9999999995, 274830.0 4079399.9999999995, 259470.00000000003 4079399.9999999995))",7669,254475,0
validation,subsetted_512x512_HLS.S30.T12STG.2018186.v1.4,12STG,2018-07-05,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((280260.0 4138319.9999999995, 280260.0 4153679.9999999995, 295620.0 4153679.9999999995, 295620.0 4138319.9999999995, 280260.0 4138319.9999999995))",53578,208566,0
validation,subsetted_512x512_HLS.S30.T12STG.2020241.v1.4,12STG,2020-08-28,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((266550.0 4112490.0, 266550.0 4127850.0, 281910.0 4127850.0, 281910.0 4112490.0, 266550.0 4112490.0))",53737,208407,0
validation,subsetted_512x512_HLS.S30.T12STJ.2020241.v1.4,12STJ,2020-08-28,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((286590.0 4346430.0, 286590.0 4361790.0, 301950.0 4361790.0, 301950.0 4346430.0, 286590.0 4346430.0))",7033,255111,0
validation,subsetted_512x512_HLS.S30.T12SUC.2019223.v1.4,12SUC,2019-08-11,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((359310.0 3784620.0, 359310.0 3799980.0, 374670.0 3799980.0, 374670.0 3784620.0, 359310.0 3784620.0))",33830,228314,0
validation,subsetted_512x512_HLS.S30.T12SUC.2020153.v1.4,12SUC,2020-06-01,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((389190.0 3775920.0, 389190.0 3791280.0, 404550.0 3791280.0, 404550.0 3775920.0, 389190.0 3775920.0))",18080,244062,2
validation,subsetted_512x512_HLS.S30.T12SUC.2020248.v1.4,12SUC,2020-09-04,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((382770.0 3776340.0, 382770.0 3791700.0, 398130.0 3791700.0, 398130.0 3776340.0, 382770.0 3776340.0))",13729,248415,0
validation,subsetted_512x512_HLS.S30.T12SUD.2018168.v1.4,12SUD,2018-06-17,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((368760.0 3830730.0, 368760.0 3846090.0, 384120.0 3846090.0, 384120.0 3830730.0, 368760.0 3830730.0))",23962,238178,4
validation,subsetted_512x512_HLS.S30.T12SUD.2020218.v1.4,12SUD,2020-08-05,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((322830.0 3851520.0, 322830.0 3866880.0, 338190.0 3866880.0, 338190.0 3851520.0, 322830.0 3851520.0))",16635,245509,0
validation,subsetted_512x512_HLS.S30.T12SUE.2020218.v1.4,12SUE,2020-08-05,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((337290.0 3940709.9999999995, 337290.0 3956069.9999999995, 352650.0 3956069.9999999995, 352650.0 3940709.9999999995, 337290.0 3940709.9999999995))",6225,255919,0
validation,subsetted_512x512_HLS.S30.T12SUF.2020183.v1.4,12SUF,2020-07-01,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((382470.0 4060860.0, 382470.0 4076220.0, 397830.0 4076220.0, 397830.0 4060860.0, 382470.0 4060860.0))",130199,131945,0
validation,subsetted_512x512_HLS.S30.T12SUH.2020268.v1.4,12SUH,2020-09-24,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((333510.0 4223490.0, 333510.0 4238850.0, 348870.0 4238850.0, 348870.0 4223490.0, 333510.0 4223490.0))",5155,256989,0
validation,subsetted_512x512_HLS.S30.T12SUJ.2019298.v1.4,12SUJ,2019-10-25,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((375540.0 4297470.0, 375540.0 4312830.0, 390900.0 4312830.0, 390900.0 4297470.0, 375540.0 4297470.0))",18830,242592,722
validation,subsetted_512x512_HLS.S30.T12SUJ.2019308.v1.4,12SUJ,2019-11-04,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((388980.0 4368390.0, 388980.0 4383750.0, 404340.0 4383750.0, 404340.0 4368390.0, 388980.0 4368390.0))",14942,247191,11
validation,subsetted_512x512_HLS.S30.T12SUJ.2020186.v1.4,12SUJ,2020-07-04,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((387840.0 4367130.0, 387840.0 4382490.0, 403200.0 4382490.0, 403200.0 4367130.0, 387840.0 4367130.0))",202120,60024,0
validation,subsetted_512x512_HLS.S30.T12SVB.2020185.v1.4,12SVB,2020-07-03,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((487200.00000000006 3648540.0, 487200.00000000006 3663900.0, 502560.0 3663900.0, 502560.0 3648540.0, 487200.00000000006 3648540.0))",4686,257458,0
validation,subsetted_512x512_HLS.S30.T12SVB.2020310.v1.4,12SVB,2020-11-05,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((494400.0 3669960.0, 494400.0 3685320.0, 509760.0 3685320.0, 509760.0 3669960.0, 494400.0 3669960.0))",13079,248964,101
validation,subsetted_512x512_HLS.S30.T12SVC.2018215.v1.4,12SVC,2018-08-03,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((400410.0 3749790.0, 400410.0 3765150.0, 415770.0 3765150.0, 415770.0 3749790.0, 400410.0 3749790.0))",10336,151304,100504
validation,subsetted_512x512_HLS.S30.T12SVC.2019280.v1.4,12SVC,2019-10-07,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((402360.0 3752130.0, 402360.0 3767490.0, 417720.0 3767490.0, 417720.0 3752130.0, 402360.0 3752130.0))",34177,150368,77599
validation,subsetted_512x512_HLS.S30.T12SVD.2018310.v1.4,12SVD,2018-11-06,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((467880.0 3811200.0, 467880.0 3826560.0, 483240.0 3826560.0, 483240.0 3811200.0, 467880.0 3811200.0))",30937,231206,1
validation,subsetted_512x512_HLS.S30.T12SVD.2020218.v1.4,12SVD,2020-08-05,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((400020.0 3805590.0, 400020.0 3820950.0, 415380.0 3820950.0, 415380.0 3805590.0, 400020.0 3805590.0))",22860,239284,0
validation,subsetted_512x512_HLS.S30.T12SWA.2018225.v1.4,12SWA,2018-08-13,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((588330.0 3565260.0, 588330.0 3580620.0, 603690.0 3580620.0, 603690.0 3565260.0, 588330.0 3565260.0))",8744,253400,0
validation,subsetted_512x512_HLS.S30.T12SXA.2020187.v1.4,12SXA,2020-07-05,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((644730.0 3544710.0, 644730.0 3560070.0, 660090.0 3560070.0, 660090.0 3544710.0, 644730.0 3544710.0))",20604,241540,0
validation,subsetted_512x512_HLS.S30.T12SXA.2020247.v1.4,12SXA,2020-09-03,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((673170.0 3578250.0, 673170.0 3593610.0, 688530.0 3593610.0, 688530.0 3578250.0, 673170.0 3578250.0))",10274,251870,0
validation,subsetted_512x512_HLS.S30.T12SXG.2019235.v1.4,12SXG,2019-08-23,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((600060.0 4178970.0, 600060.0 4194330.0, 615420.0 4194330.0, 615420.0 4178970.0, 600060.0 4178970.0))",6343,255745,56
validation,subsetted_512x512_HLS.S30.T12TTM.2018219.v1.4,12TTM,2018-08-07,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((239280.0 4603950.0, 239280.0 4619310.0, 254640.0 4619310.0, 254640.0 4603950.0, 239280.0 4603950.0))",191417,70727,0
